"siren","pays_partenaire","annee","type_relation","taux_detention","flux_equity","flux_pret_intragroupe","stock_ide"
"503421033","CA",2023,"Partenaire stratégique",0.9897,-74206.97,120784.58,580975.78
"647310851","IN",2025,"Maison Mère",0.6064,114567.53,-154704.99,136595.19
"503082497","PL",2023,"Succursale",0.6771,-278747.23,-45434.69,628840.04
"356174702","AU",2025,"Filiale",0.4703,55318.64,-80957.01,413172.34
"373676741","JP",2023,"Filiale",0.5044,-67459.7,-86150.13,636005.49
"440873661","ES",2023,"Autre",0.3386,-216562.72,56794.02,407019.04
"721548039","GB",2024,"Partenaire stratégique",0.9798,-148556.75,48809.69,465607.51
"622740591","US",2023,"Succursale",0.5505,-125417.85,-65288.96,247514.2
"581392676","NL",2023,"Filiale",0.0512,104599.11,107325.79,370540.78
"749965780","GB",2024,"Joint Venture",0.0667,-37183.43,-30857.11,647798.12
"407242734","SE",2025,"Autre",0.3941,129780.6,-59365.18,212670.2
"887981678","GB",2025,"Filiale",0.6571,4347.45,-16198.74,720518.03
"703507416","AU",2025,"Autre",0.6632,-30379.91,15712.8,732165.67
"382709835","AU",2025,"Joint Venture",0.9997,16681.3,-71101.11,683975.81
"616907383","CH",2023,"Autre",0.2973,71887.77,-135318.28,42245.52
"363488763","SE",2023,"Joint Venture",0.3493,59984.11,-26619.77,247587.93
"683870524","DE",2025,"Filiale",0.1765,240411.4,23411.66,328859.31
"566062183","SG",2025,"Autre",0.2967,4003.7,11168.04,698081.95
"744461512","ZA",2023,"Filiale",0.8906,-98131.81,35460.98,1017695.39
"749965780","CA",2025,"Filiale",0.0964,-186109.11,-141832.85,144537.81
"685664947","IT",2025,"Maison Mère",0.8715,91415.1,126849.6,230406.8
"700998588","JP",2025,"Joint Venture",0.7179,-189670.8,-163232.9,397847.77
"330600273","JP",2024,"Partenaire stratégique",0.0706,204843.03,25094.25,488652.88
"859293323","BR",2023,"Maison Mère",1.11680265460629,-38288.41,195396.32,359375.41
"760373229","SG",2024,"Joint Venture",0.8192,84335.49,178291.57,393609.25
"698773401","GB",2025,"Autre",0.7059,-49178.64,56681.81,238385.07
"560040156","CA",2024,"Partenaire stratégique",0.5201,322960.35,28147.39,473501.88
"711765658","CH",2024,"Partenaire stratégique",0.7414,-110934.29,-111204.45,295818.41
"714974780","BE",2024,"Succursale",0.9195,-161742.24,87970.28,818498.83
"329870562","PL",2025,"Autre",0.7722,238140.43,-76600.11,45155.46
"767262414","CA",2025,"Partenaire stratégique",0.3343,-113803.64,49944.54,556167.49
"614220298","JP",2025,"Maison Mère",0.8513,-37365.21,34125.65,360541.1
"382709835","CH",2024,"Autre",0.4751,-50501.62,118445.97,730065.99
"647310851","SE",2025,"Succursale",0.3642,-138914.72,-25973.1,652141.59
"524232458","GB",2025,"Filiale",0.9354,-164553.29,205398.09,171490.25
"859293323","ZA",2023,"Maison Mère",0.0754,53843.13,-43241.17,27509.91
"663658596","NL",2024,"Succursale",0.8819,225858.47,3280.57,480201.36
"744461512","PL",2024,"Joint Venture",0.5763,16026.46,469.48,540887.23
"605255483","US",2024,"Joint Venture",0.1694,-53619.94,17316.1,713118.19
"464357789","SG",2024,"Partenaire stratégique",0.6973,62515.74,42229.04,357669.29
"622525805","NL",2024,"Succursale",0.7479,201529.13,-180020.54,736046.32
"637666647","HK",2023,"Joint Venture",0.8847,353675.57,-78293.11,867791.32
"746566713","US",2025,"Filiale",0.5223,71344.98,-16284.28,757088.07
"440873661","BR",2025,"Partenaire stratégique",0.3895,-22206.81,51977.58,741748.97
"399658599","CA",2025,"Filiale",0.1639,18779.38,106985.98,297497.94
"861172712","US",2024,"Partenaire stratégique",0.8731,38728.8,39471.71,401173.67
"767464543","MX",2024,"Maison Mère",0.4916,-121284.78,21257.81,547632.45
"433935973","PL",2025,"Maison Mère",0.9987,163434.12,56923.96,680189.54
"421210989","CN",2024,"Filiale",0.5333,-90815.86,91975.33,570500.23
"429562558","DE",2023,"Maison Mère",0.3252,72941.3,33132.01,222180.38
"736532681","GB",2025,"Filiale",0.2912,-102857.53,94563.4,402310.21
"701750464","SE",2023,"Filiale",0.6984,12058.97,-112747.25,763799.91
"464357789","PL",2025,"Autre",0.8204,-200420.19,-434.32,89876.91
"629877872","ES",2024,"Autre",0.4664,-278430.47,94844.62,220385.81
"774235526","ZA",2025,"Joint Venture",0.3891,42508.21,10638.09,408250.42
"823568584","MX",2023,"Joint Venture",0.4764,-81520.92,1322.11,139976.82
"474486842","IN",2023,"Partenaire stratégique",0.5334,119607.84,-1096.53,668633.01
"630180145","ZA",2023,"Filiale",0.8618,91039.75,-116465.48,755206.43
"676822243","ES",2025,"Filiale",0.2353,188287.11,3208.14,695700.55
"405807560","IN",2023,"Joint Venture",0.3904,49388.66,17451.55,629040.6
"608751238","SG",2025,"Joint Venture",0.6428,-195750.35,6620.56,433582.48
"521138762","SG",2023,"Maison Mère",0.7119,282892.72,42246.66,1177988.8
"648451828","DE",2024,"Filiale",0.2476,-20382.63,78273.51,644085.98
"840232670","IT",2023,"Autre",0.5103,10599.08,-11691.65,733793.85
"338158626","JP",2025,"Joint Venture",0.5407,15457.41,-49477.13,789167.85
"566062183","MX",2023,"Autre",0.8117,-108520.72,1894.43,598792.82
"714974780","NL",2024,"Autre",0.3327,192110.68,40192.12,911708.2
"508284398","PL",2025,"Joint Venture",0.6436,62811.28,-5036.03,386021.95
"600444026","GB",2024,"Filiale",0.5233,-228249.05,111871.14,326048.65
"673251982","SE",2024,"Autre",0.2364,36743.25,100195.61,895692.83
"347556303","DE",2023,"Maison Mère",0.0926,166680.68,37573.72,626202.01
"685664947","PL",2023,"Maison Mère",0.973,23171.79,18448.79,935970.64
"395721344","ZA",2099,"Joint Venture",0.0792,-145260.59,-123426.23,488814.95
"356174702","BE",2023,"Joint Venture",0.7732,131616.03,-688.5,414495.01
"703507416","PL",2024,"Maison Mère",0.9343,163430.83,22376.32,711102.1
"566062183","IT",2024,"Partenaire stratégique",0.5505,156465.28,134395.17,335149.69
"474525303","CN",2025,"Partenaire stratégique",0.7849,326828.61,-77747.12,230727.77
"797676830","SG",2024,"Succursale",0.1333,-283016.78,-533.03,606015.29
"329870562","ZA",2023,"Filiale",0.5499,-81010.76,34911.31,310453.92
"600444026","GB",2024,"Maison Mère",0.5726,-31119.38,137659.92,364619.4
"410125118","NL",2023,"Joint Venture",0.3598,74651.78,22554.37,792438.71
"892617147","ES",2025,"Partenaire stratégique",0.1765,-70226.03,-97984.76,170625.49
"37565796","CH",2023,"Autre",0.2932,8421.28,-38332.55,56837.21
"591828838","BE",2023,"Joint Venture",0.6101,9477.21,5915.14,615930.6
"576361912","ZA",2025,"Partenaire stratégique",0.907,-167692.69,22699.45,525833.11
"558882815","GB",2024,"Autre",0.6668,-278562.72,-98863.13,472003.96
"330600273","GB",2025,"Maison Mère",0.8899,226902.07,4686.72,209338.21
"536511620","US",2024,"Filiale",0.3126,-14125.4,-147526.12,1166673.97
"566062183","IN",2025,"Maison Mère",0.278,10078.64,-122190.86,446083.48
"793532236","NL",2024,"Partenaire stratégique",0.0623,-10582.47,33591.42,62327.68
"711765658","PL",2025,"Succursale",0.2421,-32181.78,-54903.08,678947.52
"702662157","AU",2024,"Autre",0.1805,141466.68,124376.32,354232.28
"310982527","GB",2023,"Filiale",0.5382,28401.01,12347.99,391782.38
"521430532","CN",2024,"Autre",0.2039,-120379.46,121180.56,465625.42
"338158626","ES",2023,"Joint Venture",0.7476,-9563.72,-49676.5,441692.51
"469116354","DE",2024,"Partenaire stratégique",0.2416,37849.1,63739.85,262299.97
"744461512","US",2023,"Filiale",0.8761,-52836.12,5247.87,686257.01
"764929686","CA",2024,"Succursale",0.8514,-151993.66,-32926.69,800620.02
"566062183","CH",2025,"Filiale",0.5434,169437.1,-63267.08,1033171.89
"861172712","CN",2023,"Partenaire stratégique",0.5352,98577.45,117192.97,663160.44
"746566713","US",2025,"Joint Venture",0.0763,131904.88,-12722.51,86091.25
"581392676","IN",2024,"Partenaire stratégique",0.1759,-73498.5,-107634.73,221033.73
"576361912","BE",2025,"Maison Mère",0.1665,48967.48,-26.83,622085.85
"586146491","CN",2099,"Filiale",0.383,-98215.56,-52397,467436.09
"648451828","DE",2023,"Autre",0.7289,-165005.11,-33538.3,566321.78
"596267799","IN",2024,"Succursale",0.8567,-20638.73,-83610.14,1003510.95
"524232458","CH",2025,"Autre",0.3156,-107619.94,-10261.94,305318.46
"877218337","CN",2024,"Succursale",0.8434,24213.41,4810.17,788038.32
"509623141","CN",2024,"Filiale",0.9467,-135377.66,-45688.09,735780.45
"887981678","NL",2025,"Joint Venture",0.5589,80293.41,38815.96,339210.49
"767262414","IT",2023,"Succursale",0.5978,-18433.9,-8443.3,171888.32
"347556303","CA",2023,"Maison Mère",0.2238,12251.39,-63013.24,464421.74
"407154879","BE",2023,"Autre",0.8567,-84434.47,19910.66,378721.63
"763799764","CH",2023,"Succursale",0.8112,144452.17,-47228.53,430626.61
"892617147","MX",2024,"Autre",0.933,-78708.6,-56740.49,807826.5
"797676830","HK",2025,"Filiale",0.3744,77326.33,-10685.42,362599.05
"807180823","CA",2025,"Maison Mère",0.0518,45492.4,31646.46,28143.33
"414415144","BR",2024,"Filiale",0.8888,94373.16,133776.16,307641.86
"622740591","CH",2023,"Autre",0.2134,137932.58,46233.97,422258.67
"323631095","AU",2023,"Joint Venture",0.6265,-1948.88,119685.17,597617.35
"884061319","DE",2025,"Autre",0.6772,141286.61,1585.22,56947.13
"474486842","HK",2024,"Joint Venture",0.6711,52599.99,-72664.16,686833.55
"382709835","HK",2023,"Autre",0.9867,16012.64,7502.51,1289558.69
"596267799","AU",2024,"Filiale",0.0505,-174656.09,-21843.48,598658.95
"823568584","SG",2024,"Joint Venture",0.913,229554.23,32960.98,552249.4
"774235526","ES",2024,"Autre",0.1899,24180.99,131801.44,326818.63
"464357789","CA",2025,"Joint Venture",0.3005,-115541.55,62849.53,395979.87
"683870524","DE",2024,"Maison Mère",0.3515,70574.47,78340.34,828374.06
"892617147","HK",2025,"Succursale",0.7437,-68295.27,116557.31,735385
"347556303","CN",2025,"Succursale",0.0572,166308.84,-67135.15,496817.33
"508284398","BR",2025,"Autre",0.0798,160124.7,-145465.67,289134.2
"524232458","AU",2024,"Partenaire stratégique",0.0778,-312439.19,23013.75,269352.33
"877640240","US",2024,"Maison Mère",0.2573,66686.37,-187907.36,575939.84
"695390113","DE",2023,"Autre",0.6712,-168941.39,-13240.51,499024.95
"823568584","MX",2023,"Maison Mère",0.3565,179739.06,98749.08,808363.47
"877218337","HK",2025,"Autre",0.9169,17289.15,90427.94,586798.73
"688560550","CH",2024,"Joint Venture",0.2769,-220525.42,-41908.43,630737.26
"778245953","BE",2024,"Joint Venture",0.6321,280598.86,-98246.28,26817.12
"560040156","ZA",2024,"Maison Mère",0.4765,-4947.06,-153409.26,225467.8
"778245953","DE",2024,"Succursale",0.8719,-349412.88,-45988.65,447309.81
"581392676","SG",2025,"Partenaire stratégique",0.1749,-52014.13,46575.03,338561.59
"887981678","GB",2025,"Maison Mère",0.7648,45042.82,-34105.82,361084.34
"429562558","ES",2025,"Partenaire stratégique",0.7139,36176.99,144506.08,333026.45
"521430532","ES",2025,"Filiale",0.7939,-250803.08,176391.74,569567.64
"840232670","PL",2025,"Maison Mère",0.1558,-76387.39,57655.58,509810.25
"474525303","PL",2024,"Partenaire stratégique",0.8346,204738.35,-15626.09,709594.76
"429562558","ZA",2024,"Filiale",0.5835,-46580.43,161115.83,538640.76
"518566719","BR",2023,"Maison Mère",0.8668,-20596.2,-32904.11,143435.49
"354223695","GB",2025,"Partenaire stratégique",0.4263,88019.34,-24873.86,369951.69
"393166433","GB",2025,"Joint Venture",0.8772,369300.61,36180.44,624470.07
"524232458","CN",2025,NA,0.326,138645.55,-124975.17,1070135.73
"608751238","MX",2025,"Autre",0.8892,-44783.72,1532.1,685313.62
"672446413","CH",2024,"Maison Mère",0.0521,-59322.04,-23086.2,684587.32
"642048867","GB",2023,"Autre",0.1283,-90541.27,83170.74,433211.33
"433935973","JP",2024,"Autre",0.3334,-198713.19,-132828.96,93885.55
"447760734","ES",2023,"Maison Mère",0.7191,269283.87,-88558.41,646878.19
"694567969","ZA",2023,"Autre",0.6127,-76874.17,11664.52,295504.88
"37565796","AU",2024,"Joint Venture",0.0838,-307906.5,41525.2,521723.37
"393166433","SG",2025,"Maison Mère",0.1123,230319.37,-129866.66,512682.65
"503082497","SE",2025,"Maison Mère",0.1187,-12238.16,8707.05,511360.38
"746916022","GB",2023,"Autre",0.9292,66267.24,-4025.57,1083876.08
"393360074","GB",2023,"Succursale",0.7182,246375.5,-31562.67,916147.89
"315788838","BR",2024,"Maison Mère",0.0501,162392.08,63930.17,517344.01
"663658596","IT",2024,"Autre",0.4499,158503.83,-40301.9,211779.79
"429562558","DE",2023,"Succursale",0.3456,-315135.34,-109796.23,403146.9
"414429749","US",2024,"Maison Mère",0.5978,-389882.52,82868.02,379134.35
"354223695","IT",2023,"Partenaire stratégique",0.1277,-76701.71,-79305.63,736748.65
"395721344","AU",2025,"Succursale",0.7671,119087.38,46684.77,620590.08
"892617147","AU",2024,"Partenaire stratégique",0.5862,-76594.36,-1848.18,600355.71
"714974780","HK",2023,"Maison Mère",0.2518,68599.49,-68111.96,175118.79
"560040156","JP",2024,"Succursale",0.1901,-76605.66,-125890.83,735409.63
"566062183","IT",2023,"Partenaire stratégique",0.5179,-11271.08,50761.02,1045794.21
"746916022","HK",2025,"Succursale",0.6129,299567.49,35364.51,297497.48
"561267069","MX",2025,"Maison Mère",0.1147,99724.92,135904.09,551798.97
"315788838","JP",2024,"Joint Venture",0.9085,-206639.5,-115098.23,390609.23
"642048867","BE",2025,"Filiale",0.1122,308753.73,6034.32,809153.22
"596267799","IN",2024,"Succursale",0.7485,28671.46,-13299.46,502961.6
"382709835","AU",2025,"Partenaire stratégique",0.6198,-116408.53,89470.48,382950.04
"685664947","MX",2023,"Filiale",0.4766,-35427.57,78040.11,922109.82
"429562558","SG",2025,"Succursale",0.3813,57326.03,-100312.22,499762.92
"648451828","IT",2024,"Partenaire stratégique",0.3949,157067.28,52649.28,474666.92
"596267799","SE",2023,"Succursale",0.7463,-236905.6,-41678.04,374529.26
"516233750","CH",2025,"Filiale",0.5485,228866.46,29083.38,751768.7
"892617147","BE",2024,"Partenaire stratégique",0.7494,-22985.31,128745.84,301996.72
"836586521","JP",2023,"Partenaire stratégique",0.9914,-6328.87,29483.48,535905.53
"403952015","ES",2025,"Partenaire stratégique",0.7082,32950.44,87314.82,798496.89
"407154879","CA",2023,"Autre",0.4642,7173.52,19107.18,132217.72
"837130741","MX",2023,"Joint Venture",0.3795,-131556.59,-30261.62,877502.46
"689511328","CA",2024,"Autre",0.6551,-56500.12,-53536.9,620639.33
"464357789","MX",2024,"Maison Mère",0.4647,-64232.07,-50404.56,527877.18
"642048867","CN",2023,"Partenaire stratégique",0.5388,160095.65,-133347.94,442963.02
"590726816","JP",2025,"Joint Venture",0.8742,-6717.75,60351.9,649556.92
"379596645","ES",2025,"Maison Mère",0.1218,-60107.77,96834.43,628506.34
"414429749","HK",2024,"Joint Venture",0.9346,138930.38,-3945.46,322305.83
"354223695","DE",2025,"Maison Mère",0.1976,-86858.09,44880.09,254404.53
"557866768","GB",2023,"Partenaire stratégique",0.3519,-88893.21,203363.98,467421.95
"588475975","DE",2023,"Autre",0.0679,22068.91,149352.74,637212.6
"685664947","SG",2023,"Partenaire stratégique",0.4557,268354.05,-71785.32,185825.3
"476535691","CA",2024,"Partenaire stratégique",0.106,-153292.26,92149.77,803652.45
"474486842","CA",2024,"Partenaire stratégique",0.1159,-239923.55,-134531.07,646846.71
"537199735","AU",2023,"Partenaire stratégique",0.2838,-79440.88,-70662.14,364691.29
"673251982","AU",2024,"Maison Mère",0.69,-73260.44,-37134.23,790329.81
"696944942","CN",2023,"Joint Venture",0.3007,-57542.03,-153761.73,147000.94
"700998588","DE",2024,"Joint Venture",0.0655,-40705.57,-122699.52,640923.37
"877640240","DE",2023,"Filiale",0.1549,265331.93,162399.88,531846.85
"537199735","ES",2025,"Partenaire stratégique",0.887,93030.61,10061.84,561076.54
"723490657","ES",2023,"Partenaire stratégique",0.8488,27926.22,-57143.13,528541.44
"637666647","HK",2024,"Filiale",0.7597,101939.38,13080.77,416449.38
"509623141","ES",2024,"Succursale",0.656,-205003.45,36814.93,785528.58
"509623141","ES",2025,"Autre",0.332,90007.27,-86014.4,218798.21
"637666647","MX",2023,"Filiale",0.7758,142023.43,-78321.73,94309.52
"596267799","DE",2024,"Filiale",0.2923,-37282.44,-200015.47,402050.17
"307325218","IT",2025,"Joint Venture",0.6779,-45685.19,-164718.9,151353.77
"672446413","CH",2023,"Partenaire stratégique",0.9918,37858.43,-41088.01,265334.52
"557866768","IT",2024,"Autre",0.438,-38410.33,-41724.93,527920.54
"765787874","DE",2025,"Partenaire stratégique",0.2582,-56722.07,102692,767819.36
"765787874","SE",2023,"Succursale",0.1895,40909.96,-141701.65,166575.22
"399658599","GB",2025,"Autre",0.1991,-301084.99,122517.98,115523.15
"685664947","SG",2024,"Filiale",0.7543,-97136.23,-24984.22,438516.42
"518566719","GB",2024,"Autre",0.4018,-125671.55,3928.37,183103.61
"637666647","US",2023,"Partenaire stratégique",0.1023,73245.79,41954.05,311409.81
"807180823","BR",2024,"Maison Mère",0.4171,258750.61,133119.57,389429.69
"723490657","SG",2025,"Succursale",0.3178,22857.17,-20525.46,313204.01
"576361912","AU",2025,"Autre",0.6628,66771.13,-78262.62,673753.9
"524232458","CH",2024,"Autre",0.9952,-287851.83,103205.06,777466.75
"354223695","GB",2024,"Filiale",0.8496,-114136.86,5963.56,496401.04
"508162482","AU",2023,"Autre",0.5033,-103829.1,16378.07,317085.2
"447760734","BE",2024,"Autre",0.8801,-168964.09,-66978.14,462557.06
"701750464","IT",2023,"Autre",0.2315,121036.66,-102242.58,369911.49
"581392676","HK",2023,"Partenaire stratégique",0.2387,-134413.64,45237.05,379429.87
"88416413","AU",2025,"Autre",0.0573,-48497.02,-11215.11,762997.33
"856514727","ES",2025,"Autre",0.8787,-85936.38,-25640.42,126456.69
"447760734","CN",2025,"Autre",0.1337,-30620.66,8564.09,650764.46
"561267069","US",2023,"Maison Mère",0.3542,-70802.08,79749.56,593744.45
"672446413","ZA",2023,"Maison Mère",0.9802,-9293.03,-41484.55,105311.42
"307325218","CN",2025,"Partenaire stratégique",0.4999,-167319.67,-151659.29,167070.44
"403952015","SE",2023,"Maison Mère",0.2408,90803.1,116432.03,840473.42
"521138762","US",2024,"Joint Venture",0.4489,-39113.45,-50813.25,568067.45
"648451828","CN",2025,"Succursale",0.7857,-184294.1,-42404.35,728878
"395721344","CN",2025,"Filiale",0.9934,362964.65,-16469.85,251502.78
"689511328","CH",2023,"Succursale",0.795,62194.84,52464.57,751195.46
"702662157","US",2024,"Succursale",0.1808,272800.77,-18714.51,371690.88
"746566713","CH",2025,"Autre",0.4834,-125857.39,24384.44,808237.11
"797676830","CH",2024,"Partenaire stratégique",0.7085,-19379.99,-5735.15,432674.43
"774235526","PL",2025,"Filiale",0.4223,-10061.34,18621.97,416092.94
"462492166","US",2023,"Autre",0.9352,-74462.63,-115014.77,293876.94
"307325218","IT",2025,"Joint Venture",0.6569,-43008.52,-202266.65,651576
"440873661","US",2025,"Joint Venture",0.2265,-201693.26,-198414.37,650227.94
"861172712","IN",2023,"Maison Mère",0.3318,-150793.54,27808.22,346178.22
"877640240","SG",2023,"Succursale",0.1245,205050.67,131235.45,452067.7
"691448741","IN",2025,"Joint Venture",0.1219,-222268.8,-76920.37,769673.11
"823568584","SG",2023,"Filiale",0.422,-269835.15,12926.25,451436.32
"716364994","PL",2025,"Filiale",0.8614,-124160.5,-111645.91,13999.1
"503082497","DE",2024,"Maison Mère",0.1985,171789.9,-78427.79,311157.78
"683870524","JP",2025,"Succursale",0.7961,163231.62,-73820.32,346302.08
"477037712","JP",2023,"Joint Venture",0.7993,89781.06,-132738.06,686507.99
"744461512","US",2023,"Maison Mère",0.2765,31613.22,-131499.54,202378.2
"591828838","ZA",2025,"Autre",0.3873,-62916.39,7383.44,222258.37
"629877872","BE",2025,"Joint Venture",0.4601,133264.87,133320.11,764881.4
"516233750","BR",2024,"Maison Mère",0.5194,-65962.75,-3054.85,116677.4
"760373229","BR",2023,"Succursale",0.7908,-37697.59,98586.37,282368.96
"823568584","BE",2025,"Maison Mère",0.9283,-30884.32,-67328.61,403303.01
"533673301","IT",2023,"Maison Mère",0.5092,-11641.92,-53632.41,914754.91
"414429749","BR",2024,"Maison Mère",0.1495,-141983.03,1349.02,305005.79
"892617147","CH",2025,"Maison Mère",0.8832,178976.33,12123.54,212871.5
"887981678","SG",2025,"Joint Venture",0.9815,205801.8,-12589.08,261095.16
"663658596","GB",2025,"Autre",0.3522,-198862.51,-62195.23,676640.12
"647310851","IN",2024,"Filiale",0.7114,121444.98,25117.9,382718.19
"861172712","CN",2025,"Joint Venture",0.602,70473.73,-21798.63,822738.37
"765787874","CA",2024,"Autre",0.5417,22799.75,96119.81,507534.33
"702662157","ES",2025,"Joint Venture",0.4381,73989.27,37295.81,306066.35
"338158626","DE",2025,"Joint Venture",0.6044,73557.65,20976.53,510561.48
"629877872","NL",2025,"Filiale",0.5868,35412.43,107020.01,639790.33
"778245953","US",2023,"Succursale",0.0808,123986.25,160777.12,549354.61
"694567969","IT",2025,"Joint Venture",0.7225,27781.42,42129.09,136558.31
"323631095","BR",2025,"Succursale",0.5974,169329.74,128105,262870.3
"477037712","ZA",2023,"Filiale",0.5811,228492.94,133178.96,558645.44
"685807491","ES",2025,"Succursale",0.9542,87864.17,109146.38,537192.88
"416169572","CH",2023,"Joint Venture",0.2497,105745.84,48727.8,214916.55
"338158626","IN",2025,"Joint Venture",0.293,-44908.02,-4469,921263.04
"476535691","DE",2024,"Joint Venture",0.3418,415858.99,75685.17,287203.24
"683870524","ZA",2023,"Succursale",0.9337,6365.04,-25805.46,622963.21
"542642532","US",2025,"Partenaire stratégique",0.1254,139706.77,-72734.31,22087.18
"410125118","HK",2025,"Autre",0.92,15690.3,-7082.63,432097.03
"516076352","CA",2024,"Partenaire stratégique",0.1283,-307244.18,-48673.14,257867.69
"503421033","US",2024,"Joint Venture",0.2582,50240.39,-35477.55,818887.66
"462492166","CN",2024,"Maison Mère",0.2163,-40064.24,106802.5,347451.39
"760373229","IN",2025,"Maison Mère",0.9541,-177731.63,-57298,719259.37
"600444026","ES",2023,"Succursale",0.8094,22033.17,71738.19,481494.2
"462492166","ES",2025,"Maison Mère",0.8559,37083.18,-87381.53,663639.23
"736532681","CN",2024,"Partenaire stratégique",0.703,-115193.5,145306.41,589249.93
"714974780","IN",2023,"Joint Venture",0.4962,-65754.42,-127105.43,398114.2
"518566719","CH",2024,"Autre",0.4533,-79054.91,37071.1,550785.79
"701750464","BR",2025,"Filiale",0.4402,87281.24,53643.44,396297.04
"591828838","GB",2023,"Partenaire stratégique",0.37,20212.78,-34992.79,385206.2
"688560550","HK",2025,"Partenaire stratégique",0.837,114912.11,32944.27,463513.25
"716364994","CA",2023,"Joint Venture",0.8075,-60706.72,68123.33,546199.05
"760373229","NL",2023,"Succursale",0.7931,74861.87,-82967.39,703833.02
"721548039","GB",2023,"Autre",0.8949,134353.45,-60997.99,400974.96
"600444026","SE",2024,"Autre",0.7111,-202170.76,-56739.83,315600.53
"691448741","JP",2025,"Joint Venture",0.7306,311835.48,22795.33,802354.08
"765787874","JP",2024,"Partenaire stratégique",0.9944,161957.66,-11598.47,614120.71
"778245953","HK",2025,"Maison Mère",0.371,202091.5,-91004.33,818400.16
"688560550","IT",2025,"Joint Venture",0.5498,-44077.92,64959.72,513647.41
"309150406","US",2025,"Joint Venture",0.5449,-21189.2,-188318.94,440081.73
"347556303","SG",2024,"Maison Mère",0.5336,19934.53,-108097.24,52156.71
"663658596","NL",2024,"Filiale",0.1342,-97503.83,16721.25,409052.75
"410125118","CA",2024,"Joint Venture",0.5189,63407.34,-28837.28,905838.68
"797676830","JP",2025,"Autre",0.7443,10728.73,-18406.63,906211.78
"763799764","IT",2023,"Partenaire stratégique",0.9745,140260.47,-75061.45,362989.94
"648451828","JP",2025,"Autre",0.2111,-47147.44,71137.73,736656.79
"746916022","CH",2024,"Succursale",0.0537,58696.33,-65464.75,548143.7
"746916022","IT",2024,"Partenaire stratégique",0.1002,27197.11,-118510.99,1020215.31
"774235526","US",2023,"Joint Venture",0.3156,-51524.78,-9960.62,467748.82
"837130741","ES",2025,"Autre",0.2319,76452.13,-65361.25,238367.33
"508284398","BR",2023,"Autre",0.0778,119451.05,-12754.98,104440.98
"622525805","ES",2023,"Maison Mère",0.8606,70519.97,70616.36,230083.05
"516233750","DE",2024,"Filiale",0.1245,196466.9,6129.9,951320.37
"347556303","HK",2024,"Autre",0.954,-188004.1,4151.16,903236.53
"877640240","JP",2023,"Joint Venture",0.8164,32373.59,92782.36,610301.57
"676911174","IN",2024,"Succursale",0.2692,142761.04,28716.98,631717.99
"698773401","IN",2025,"Maison Mère",0.5838,-136207.91,-17327.58,175821.5
"581392676","BE",2024,"Partenaire stratégique",0.8408,-198022.23,2218.54,642825.33
"622525805","NL",2025,"Joint Venture",0.7788,86771.51,-10030.29,624202.88
"767262414","SE",2024,"Maison Mère",0.1677,109899.4,54191.27,413756.42
"622740591","IT",2025,"Succursale",0.1619,132606.98,55697.75,686219.74
"763799764","ES",2023,"Succursale",0.7698,-22793.45,43328.34,183241.48
"596267799","DE",2023,"Autre",0.563,-33023.12,1237.43,534784
"414415144","BR",2024,"Maison Mère",0.3021,-212691.35,100523.26,364129.63
"591828838","CN",2024,"Autre",0.682,167174.7,-48855.31,258560.37
"429562558","MX",2025,"Filiale",0.9633,-168593.3,-93208.98,392429.87
"676822243","CH",2025,"Partenaire stratégique",0.1003,293056.21,-33391.04,1037227.78
"676911174","NL",2023,"Partenaire stratégique",0.9812,-166078.63,55331.08,113431.28
"608751238","ES",2023,"Joint Venture",0.4994,-63484.26,71522.58,509413.01
"702662157","AU",2024,"Filiale",0.5228,85350.58,-53268.21,125388.07
"503082497","PL",2025,"Partenaire stratégique",0.7603,60452.99,-139872.66,656239.36
"622525805","IN",2025,"Maison Mère",0.2193,52524.29,23532.56,746236.31
"536511620","CA",2023,"Partenaire stratégique",0.3016,-220278.13,-74562.7,725778.71
"533673301","BR",2023,"Joint Venture",0.4883,-77681.02,-14539.88,683728.23
"711765658","ZA",2023,"Filiale",0.6299,-120305.61,-76440.89,89709.08
"403952015","NL",2023,"Autre",0.9306,40755.32,90550.75,504161.48
"622740591","SG",2024,"Maison Mère",0.4754,-135614.36,-49942.19,768107.86
"622525805","ZA",2025,"Joint Venture",0.664,-43170.17,-5969.49,315913.61
"323631095","AU",2024,"Succursale",0.4279,84010.35,27850.15,754925.04
"537199735","BE",2024,"Autre",0.5881,91506.79,96342.65,705421.96
"354223695","IN",2024,"Autre",0.8743,-91453.57,116863.94,128071.63
"797676830","BE",2023,"Partenaire stratégique",0.1663,-156698.11,6314.55,953720.24
"642048867","MX",2024,"Filiale",0.7091,-16342.42,68518.84,837808.84
"815697976","AU",2025,"Maison Mère",0.4753,-336005.37,28821.24,828448.78
"714974780","SE",2025,"Filiale",0.3804,-158095.33,-58132.18,560686.2
"307325218","BR",2023,"Joint Venture",0.5519,-115893.94,30386.01,441154.45
"393166433","DE",2024,"Joint Venture",0.1683,294192.76,97363.89,80365.07
"807180823","ES",2024,"Filiale",0.9147,113643.58,-41744.53,403747.31
"721548039","PL",2024,"Autre",0.5786,-97508.77,13871.48,1183558.08
"884164131","CH",2023,"Partenaire stratégique",0.6739,-100495.91,-6751.36,433307.3
