"id_transaction","siren","periode","pays_contrepartie","type_flux","nature_service","montant_eur","devise_origine"
"TRX_007775","329870562","2023-03","ES","Import","Publicité",162579.63,"USD"
"TRX_007776","764929686","2024-09","JP","Export","Courtage",13488.57,"USD"
"TRX_007777","616907383","2024-06","ES","Export","Courtage",198554.41,"USD"
"TRX_007778","716364994","2025-11","US","Export","Support technique",216125.66,"EUR"
"TRX_007779","476518783","2024-04","CN","Import","R&D",139400.86,"GBP"
"TRX_007780","723490657","2025-07","HK","Import","Support technique",175872.66,"GBP"
"TRX_007781","721548039","2023-09","MX","Import","Maintenance",29954.23,"USD"
"TRX_007782","307325218","2023-03","PL","Export","Maintenance",216277.53,"GBP"
"TRX_007783","558882815","2025-07","ZA","Import","Consulting",164776.75,"USD"
"TRX_007784","521430532","2023-10","HK","Import","Support technique",118353.92,"EUR"
"TRX_007785","542642532","2024-06","SE","Import","Courtage",46110.85,"EUR"
"TRX_007786","815697976","2023-04","NL","Export","Publicité",64832.22,"GBP"
"TRX_007787","508162482","2024-12","SE","Export","Courtage",86569.64,"GBP"
"TRX_007788","310982527","2025-09","BE","Export","Logistique",187675.72,"GBP"
"TRX_007789","782062519","2023-08","GB","Import","Services informatiques",57299.3,"EUR"
"TRX_007790","600444026","2025-01","CH","Import","Maintenance",192443.62,"EUR"
"TRX_007791","778245953","2023-12","HK","Export","Fret",21089.85,"GBP"
"TRX_007792","51082350267","2023-10","BR","Import","R&D",106391.69,"GBP"
"TRX_007793","689511328","2023-06","US","Export","Fret",188917.78,"EUR"
"TRX_007794","566062183","2025-05","ES","Export","Support technique",3568.58,"EUR"
"TRX_007795","558882815","2023-03","HK","Export","Services informatiques",99470.99,"USD"
"TRX_007796","702445345","2025-02","BR","Export","Publicité",127269.64,"USD"
"TRX_007797","447760734","2025-12","US","Export","Fret",53673.82,"EUR"
"TRX_007798","464357789","2025-04","ZA","Export","Publicité",75078.28,"GBP"
"TRX_007799","823568584","2023-01","DE","Export","Logistique",94801.27,"USD"
"TRX_007800","518566719","2025-09","SG","Import","Support technique",141284.99,"GBP"
"TRX_007801","557866768","2024-10","IN","Export","Courtage",1325.88,"USD"
"TRX_007802","395721344","2025-08","JP","Export","Logistique",70719.62,"USD"
"TRX_007803","596267799","2024-08","SG","Export","Support technique",55818.97,"EUR"
"TRX_007804","405807560","2024-01","CN","Export","Services informatiques",128346.63,"USD"
"TRX_007805","521430532","2024-12","JP","Export","Consulting",146743.26,"EUR"
"TRX_007806","767464543","2025-04","HK","Export","Courtage",43179.9,"EUR"
"TRX_007807","373676741","2024-09","DE","Import","Services informatiques",5322.68,"XYZ"
"TRX_007808","566062183","2023-07","SE","Export","R&D",77786.52,"USD"
"TRX_007809","746566713","2024-04","ES","Export","Maintenance",70465.65,"GBP"
"TRX_007810","840232670","2024-04","SG","Import","Fret",81393.48,"EUR"
"TRX_007811","525722212","2024-07","MX","Export","Support technique",31337.66,"USD"
"TRX_007812","533673301","2025-07","SG","Export","Publicité",41018.88,"USD"
"TRX_007813","859293323","2025-04","US","Export","Logistique",197751.85,"USD"
"TRX_007814","525722212","2024-09","MX","Export","R&D",119951.45,"USD"
"TRX_007815","859293323","2025-01","IT","Import","Services informatiques",40816.51,"USD"
"TRX_007816","576361912","2023-02","US","Export","Services informatiques",218681.53,"USD"
"TRX_007817","657370909","2024-07","CN","Export","Consulting",70937.84,"GBP"
"TRX_007818","765787874","2024-03","CN","Import","Consulting",116786.58,"USD"
"TRX_007819","720493468","2023-06","NL","Export","Support technique",12506.78,"EUR"
"TRX_007820","637666647","2023-06","IT","Export","R&D",6471.4,"USD"
"TRX_007821","373676741","2023-12","SG","Import","Fret",123144.47,"EUR"
"TRX_007822","338158626","2025-10","ES","Export","Fret",85383.37,"USD"
"TRX_007823","782062519","2024-10","GB","Import","Maintenance",1422.89,"USD"
"TRX_007824","307325218","2023-02","BR","Import","Leasing",109053.29,"USD"
"TRX_007825","588475975","2023-02","SG","Import","Fret",64786.01,"EUR"
"TRX_007826","399658599","2023-12","BE","Import","Courtage",70270.05,"EUR"
"TRX_007827","508284398","2024-08","CH","Import","Fret",74934.37,"USD"
"TRX_007828","711765658","2023-06","JP","Export","Logistique",66717.56,"USD"
"TRX_007829","884164131","2024-10","HK","Import","R&D",5789.66,"EUR"
"TRX_007830","767464543","2025-03","ES","Export","Maintenance",22634.69,"EUR"
"TRX_007831","746916022","2023-11","JP","Export","R&D",34166.3,"GBP"
"TRX_007832","476535691","2023-10","PL","Import","Services informatiques",31497.09,"GBP"
"TRX_007833","407242734","2024-05","ZA","Export","Fret",140837.5,"GBP"
"TRX_007834","524232458","2024-07","HK","Import","Services informatiques",214713.51,"USD"
"TRX_007835","663658596","2025-07","CN","Export","Consulting",129437.93,"GBP"
"TRX_007836","521430532","2025-03","SE","Export","Publicité",154857.27,"GBP"
"TRX_007837","648451828","2023-10","ES","Import","Fret",9795,"USD"
"TRX_007838","421210989","2025-04","BR","Import","Consulting",94276.34,"GBP"
"TRX_007839","746566713","2023-09","SE","Import","Courtage",19633.15,"EUR"
"TRX_007840","763468302","2025-06","DE","Import","Logistique",21764.85,"USD"
"TRX_007841","566062183","2024-05","US","Export","Fret",99348.1,"GBP"
"TRX_007842","614220298","2023-07","SG","Import","R&D",45396.45,"GBP"
"TRX_007843","688560550","2023-07","IN","Export","Consulting",12102.27,"GBP"
"TRX_007844","807180823","2024-09","PL","Export","Leasing",73525.78,"USD"
"TRX_007845","379596645","2023-02","CA","Import","Publicité",20649.75,"EUR"
"TRX_007846","847381352","2023-12","CN","Export","Maintenance",78307.58,"GBP"
"TRX_007847","720493468","2024-10","MX","Export","Leasing",266821.85,"GBP"
"TRX_007848","694567969","2023-04","ES","Export","Fret",102602.83,"EUR"
"TRX_007849","688560550","2024-02","CN","Import","R&D",133051.17,"EUR"
"TRX_007850","560040156","2024-11","AU","Export","Consulting",28312.72,"GBP"
"TRX_007851","65045185575","2024-12","MX","Export","Publicité",81456.33,"USD"
"TRX_007852","700998588","2023-10","SE","Import","Leasing",66023.24,"GBP"
"TRX_007853","558882815","2023-02","ES","Import","Maintenance",113604.68,"GBP"
"TRX_007854","414415144","2024-01","AU","Import","Courtage",31529.6,"USD"
"TRX_007855","695390113","2024-03","SE","Export","Publicité",138989.85,"GBP"
"TRX_007856","590726816","2023-12","IN","Import","Publicité",95464.98,"USD"
"TRX_007857","476535691","2023-06","CH","Import","Courtage",75566.53,"EUR"
"TRX_007858","591828838","2024-02","BE","Export","Logistique",51966.9,"EUR"
"TRX_007859","657370909","2024-09","HK","Export","Consulting",101562.97,"EUR"
"TRX_007860","407154879","2024-08","CH","Import","Support technique",23011.61,"USD"
"TRX_007861","694567969","2023-06","SG","Import","Leasing",116115,"EUR"
"TRX_007862","749965780","2024-03","ZA","Export","Logistique",58778.36,"USD"
"TRX_007863","379596645","2024-03","DE","Export","Support technique",17281.99,"EUR"
"TRX_007864","379596645","2024-06","SE","Export","Leasing",21324.2,"EUR"
"TRX_007865","338158626","2024-07","IN","Import","Logistique",108072.54,"EUR"
"TRX_007866","763468302","2023-02","ZA","Export","Publicité",166782.51,"EUR"
"TRX_007867","847381352","2024-02","ES","Export","Courtage",48522.16,"GBP"
"TRX_007868","605255483","2023-10","BR","Export","Logistique",12480.96,"EUR"
"TRX_007869","774235526","2025-05","ES","Export","Maintenance",132024.96,"EUR"
"TRX_007870","524232458","2025-11","CA","Export","Maintenance",141809.42,"GBP"
"TRX_007871","622740591","2023-07","US","Import","Logistique",63440.82,"GBP"
"TRX_007872","616907383","2024-03","UK","Import","Logistique",23604.02,"USD"
"TRX_007873","714974780","2025-06","ZA","Import","Logistique",79339.73,"USD"
"TRX_007874","797676830","2024-12","IN","Import","Services informatiques",323122.79,"GBP"
"TRX_007875","447760734","2024-02","ZA","Export","Leasing",208810.81,"GBP"
"TRX_007876","746566713","2025-08","NL","Import","Leasing",139768.67,"EUR"
"TRX_007877","647310851","2024-11","GB","Export","Logistique",156599.76,"GBP"
"TRX_007878","566062183","2025-04","IT","Import","Consulting",89066.69,"USD"
"TRX_007879","310982527","2024-09","SG","Import","Publicité",79303.48,"USD"
"TRX_007880","516233750","2025-09","MX","Export","Consulting",172357.97,"USD"
"TRX_007881","630180145","2024-07","CA","Import","Leasing",104167.97,"EUR"
"TRX_007882","861172712","2024-07","JP","Import","Services informatiques",214019.4,"GBP"
"TRX_007883","767464543","2023-08","GB","Import","Maintenance",87869.79,"GBP"
"TRX_007884","521138762","2024-02","CH","Import","Maintenance",20670.94,"USD"
"TRX_007885","793532236","2024-02","IT","Export","Logistique",24983.74,"USD"
"TRX_007886","576361912","2023-11","CN","Import","Maintenance",12299.78,"EUR"
"TRX_007887","884061319","2023-05","BE","Export","Consulting",1738.83,"GBP"
"TRX_007888","403952015","2025-06","MX","Export","R&D",56753.82,"GBP"
"TRX_007889","744461512","2023-03","AU","Export","Support technique",66476,"GBP"
"TRX_007890","521430532","2023-04","SG","Export","Consulting",185075.1,"EUR"
"TRX_007891","688560550","2023-04","NL","Export","Consulting",101859.22,"EUR"
"TRX_007892","588475975","2023-01","PL","Export","Services informatiques",17607.07,"EUR"
"TRX_007893","524232458","2024-05","MX","Export","Publicité",35179.9,"EUR"
"TRX_007894","887981678","2023-11","IT","Export","Courtage",55952.99,"USD"
"TRX_007895","581392676","2025-04","UK","Export","Support technique",74757.24,"GBP"
"TRX_007896","672446413","2023-02","NL","Export","Publicité",1144.51,"USD"
"TRX_007897","689511328","2024-07","SE","Import","Fret",92571.08,"USD"
"TRX_007898","533673301","2023-01","ZA","Import","Consulting",116958.53,"GBP"
"TRX_007899","877640240","2025-04","CN","Import","Courtage",100500.22,"EUR"
"TRX_007900","476535691","2024-07","JP","Export","Fret",109750.63,"EUR"
"TRX_007901","622525805","2025-02","US","Export","Fret",27774.15,"GBP"
"TRX_007902","736532681","2023-09","SG","Import","Courtage",22726.91,"USD"
"TRX_007903","330600273","2023-02","IT","Export","Fret",63854.23,"EUR"
"TRX_007904","711765658","2024-04","SG","Import","R&D",147840.69,"GBP"
"TRX_007905","332637911","2023-04","US","Export","Services informatiques",76211.72,"GBP"
"TRX_007906","476518783","2025-03","IN","Export","Consulting",1885.43,"EUR"
"TRX_007907","347556303","2024-12","CA","Import","Fret",46464.89,"EUR"
"TRX_007908","508162482","2025-05","CA","Export","Courtage",160342.53,"EUR"
"TRX_007909","503421033","2025-06","CH","Import","Leasing",136924.25,"GBP"
"TRX_007910","469116354","2024-01","NL","Import","R&D",91077.17,"EUR"
"TRX_007911","605255483","2025-04","CH","Import","Maintenance",48835.09,"USD"
"TRX_007912","672446413","2024-11","US","Import","Fret",47979.27,"GBP"
"TRX_007913","696944942","2023-03","DE","Import","Logistique",70074.73,"EUR"
"TRX_007914","558882815","2025-11","BE","Import","R&D",170462.15,"USD"
"TRX_007915","309150406","2025-09","HK","Export","Consulting",111516.95,"EUR"
"TRX_007916","363488763","2024-01","CH","Import","Leasing",83048.6,"EUR"
"TRX_007917","524232458","2024-05","JP","Export","Logistique",38359.64,"EUR"
"TRX_007918","508284398","2024-03","SE","Import","Leasing",95386.04,"EUR"
"TRX_007919","637666647","2025-12","SE","Export","Support technique",64914.75,"EUR"
"TRX_007920","566062183","2024-10","BE","Import","R&D",286723.98,"USD"
"TRX_007921","608751238","2024-06","UK","Import","Support technique",52.48,"EUR"
"TRX_007922","685807491","2023-08","BR","Export","R&D",108096.04,"GBP"
"TRX_007923","561267069","2024-08","IT","Export","Services informatiques",35154.44,"EUR"
"TRX_007924","764929686","2025-04","ES","Export","Maintenance",115435.38,"USD"
"TRX_007925","469431876","2025-10","CN","Import","Publicité",165677.88,"EUR"
"TRX_007926","840232670","2023-09","JP","Export","R&D",135467.4,"EUR"
"TRX_007927","503421033","2023-04","DE","Import","Fret",47379.36,"EUR"
"TRX_007928","338158626","2025-07","BE","Import","Support technique",38339.38,"GBP"
"TRX_007929","807180823","2023-03","ES","Export","Logistique",63407.22,"EUR"
"TRX_007930","630180145","2024-12","NL","Export","Consulting",112956.11,"GBP"
"TRX_007931","616907383","2025-12","HK","Export","Courtage",185549.3,"GBP"
"TRX_007932","440608028","2025-01","CA","Export","Leasing",55140.79,"EUR"
"TRX_007933","703507416","2024-07","US","Export","Maintenance",172314.74,"EUR"
"TRX_007934","723490657","2023-02","BR","Import","Consulting",119371.91,"EUR"
"TRX_007935","414429749","2023-02","IN","Import","Courtage",38548.6,"USD"
"TRX_007936","884164131","2023-03","BE","Import","Consulting",23633.53,"GBP"
"TRX_007937","622525805","2024-01","BE","Import","Maintenance",161627.93,"USD"
"TRX_007938","746566713","2024-10","JP","Import","Publicité",35254.03,"EUR"
"TRX_007939","767262414","2023-08","GB","Export","Maintenance",79532.21,"EUR"
"TRX_007940","537199735","2023-06","BR","Import","Leasing",119834.51,"USD"
"TRX_007941","698773401","2023-08","US","Export","Logistique",160090.52,"EUR"
"TRX_007942","579634961","2025-04","CA","Export","Maintenance",128416.77,"GBP"
"TRX_007943","509623141","2023-08","NL","Import","Fret",53344.47,"EUR"
"TRX_007944","310982527","2023-11","ES","Import","Consulting",79699.08,"EUR"
"TRX_007945","608751238","2024-02","MX","Import","Consulting",178837.43,"USD"
"TRX_007946","797676830","2024-07","IT","Export","Consulting",190410.86,"GBP"
"TRX_007947","797676830","2023-05","SG","Import","Consulting",236364.85,"GBP"
"TRX_007948","440873661","2024-12","IN","Import","Courtage",178956.04,"EUR"
"TRX_007949","630180145","2025-02","NL","Export","Maintenance",40216.93,"EUR"
"TRX_007950","591828838","2025-09","DE","Import","Consulting",141705.35,"GBP"
"TRX_007951","566062183","2025-01","CN","Export","Leasing",16330.46,"USD"
"TRX_007952","815697976","2025-10","ZA","Export","Consulting",103285.28,"GBP"
"TRX_007953","440608028","2023-09","US","Import","Services informatiques",203884.92,"GBP"
"TRX_007954","477037712","2024-04","BE","Import","Publicité",40504.55,"EUR"
"TRX_007955","719557960","2025-08","BR","Export","R&D",10501.16,"EUR"
"TRX_007956","884061319","2023-12","BR","Import","Support technique",150359.35,"GBP"
"TRX_007957","847381352","2024-04","PL","Import","Fret",21886.75,"USD"
"TRX_007958","533673301","2025-09","IN","Import","Courtage",57514.33,"USD"
"TRX_007959","596267799","2024-03","US","Import","Fret",53427.82,"GBP"
"TRX_007960","689511328","2025-10","BE","Export","Maintenance",23240.55,"USD"
"TRX_007961","508284398","2025-11","CH","Export","Consulting",35328.16,"EUR"
"TRX_007962","625605306","2023-08","ES","Import","Services informatiques",49324.34,"USD"
"TRX_007963","622525805","2024-10","MX","Export","Consulting",157784.27,"USD"
"TRX_007964","338158626","2023-09","ZA","Import","Services informatiques",59308.93,"GBP"
"TRX_007965","558882815","2023-06","BR","Export","Maintenance",262533.81,"XYZ"
"TRX_007966","630180145","2023-06","BR","Import","Support technique",118475.23,"EUR"
"TRX_007967","596267799","2024-01","HK","Export","Courtage",242209.72,"GBP"
"TRX_007968","421210989","2024-09","BE","Import","Services informatiques",56228.21,"GBP"
"TRX_007969","720493468","2025-04","BE","Export","Logistique",18815.22,"EUR"
"TRX_007970","685664947","2023-10","SE","Export","Logistique",225984.39,"GBP"
"TRX_007971","837130741","2023-01","IN","Export","Courtage",209571,"EUR"
"TRX_007972","521430532","2025-04","BR","Import","R&D",125177.76,"EUR"
"TRX_007973","702445345","2025-10","BR","Export","Publicité",136624.24,"GBP"
"TRX_007974","685664947","2023-01","CH","Import","Fret",29583.76,"USD"
"TRX_007975","307325218","2023-10","MX","Export","Logistique",75809.87,"EUR"
"TRX_007976","847381352","2024-07","ES","Import","Maintenance",11881.16,"EUR"
"TRX_007977","896319729","2023-01","GB","Export","Maintenance",67431.72,"EUR"
"TRX_007978","393360074","2023-10","CA","Import","Publicité",5597.1,"USD"
"TRX_007979","736532681","2023-06","IN","Export","Fret",122283.19,"GBP"
"TRX_007980","310982527","2024-07","PL","Export","Services informatiques",40194.18,"EUR"
"TRX_007981","476518783","2023-03","DE","Import","Leasing",184449.84,"GBP"
"TRX_007982","702445345","2023-07","SG","Import","Courtage",55966.05,"EUR"
"TRX_007983","793532236","2025-01","NL","Import","R&D",69195.17,"USD"
"TRX_007984","462492166","2023-07","BR","Import","Leasing",101059.16,"USD"
"TRX_007985","433935973","2023-01","SE","Export","R&D",142742.04,"USD"
"TRX_007986","558882815","2025-08","NL","Import","Publicité",168979.52,"EUR"
"TRX_007987","588475975","2023-02","SE","Import","Courtage",64262.67,"USD"
"TRX_007988","590726816","2025-08","AU","Export","Publicité",15605.27,"USD"
"TRX_007989","676911174","2023-08","DE","Import","Leasing",102642.73,"EUR"
"TRX_007990","797676830","2023-04","BE","Import","Leasing",33755.16,"EUR"
"TRX_007991","410125118","2025-09","GB","Import","Fret",23478.72,"GBP"
"TRX_007992","561267069","2024-03","BE","Export","Fret",24021.25,"USD"
"TRX_007993","744461512","2025-10","CA","Import","Publicité",110861,"USD"
"TRX_007994","414429749","2024-09","PL","Import","Leasing",77665.78,"GBP"
"TRX_007995","576361912","2024-09","NL","Import","Services informatiques",131840.99,"USD"
"TRX_007996","723490657","2025-02","JP","Export","Courtage",69928.88,"USD"
"TRX_007997","720493468","2025-08","MX","Export","R&D",40293.72,"GBP"
"TRX_007998","637666647","2024-02","ES","Import","Maintenance",47255.22,"EUR"
"TRX_007999","676911174","2025-02","CH","Import","Support technique",69084.12,"EUR"
"TRX_008000","625605306","2023-07","US","Import","Fret",109491.32,"EUR"
"TRX_008001","516233750","2024-09","IN","Export","Services informatiques",45214.58,"EUR"
"TRX_008002","591828838","2023-04","GB","Import","Courtage",105550.64,"GBP"
"TRX_008003","673251982","2024-01","ZA","Import","Consulting",26006.27,"USD"
"TRX_008004","702662157","2023-07","NL","Export","Support technique",83305.46,"USD"
"TRX_008005","714974780","2024-07","SG","Import","Support technique",45962.46,"USD"
"TRX_008006","525722212","2024-09","IT","Import","Services informatiques",88288.96,"USD"
"TRX_008007","382709835","2025-10","GB","Export","Fret",75042.68,"USD"
"TRX_008008","720493468","2025-01","CH","Export","Leasing",75546.37,"USD"
"TRX_008009","307325218","2025-10","MX","Export","Services informatiques",48206.11,"EUR"
"TRX_008010","647310851","2025-09","SG","Export","Publicité",73122.1,"USD"
"TRX_008011","719557960","2025-07","AU","Import","Maintenance",85978.96,"GBP"
"TRX_008012","474525303","2023-12","GB","Export","R&D",110218.91,"USD"
"TRX_008013","332637911","2023-03","GB","Export","Services informatiques",40634.68,"GBP"
"TRX_008014","329870562","2023-10","CA","Import","Courtage",153307.86,"GBP"
"TRX_008015","774235526","2023-06","ES","Export","Fret",57636.79,"USD"
"TRX_008016","558882815","2025-11","AU","Import","Leasing",33034.47,"EUR"
"TRX_008017","657370909","2023-02","IN","Import","Maintenance",69139.35,"GBP"
"TRX_008018","524232458","2024-09","SG","Export","Consulting",52918.15,"EUR"
"TRX_008019","840232670","2024-11","JP","Import","Fret",70569.15,"GBP"
"TRX_008020","685664947","2023-09","AU","Import","Publicité",102740.95,"EUR"
"TRX_008021","836586521","2023-09","AU","Import","Services informatiques",113516.32,"EUR"
"TRX_008022","719557960","2024-09","CN","Export","Consulting",47647.61,"USD"
"TRX_008023","837130741","2023-10","US","Export","Fret",144296.77,"USD"
"TRX_008024","847381352","2023-08","PL","Export","R&D",213502.94,"EUR"
"TRX_008025","696944942","2024-01","ZA","Export","Support technique",10425,"USD"
"TRX_008026","683870524","2024-07","NL","Import","Support technique",30406.27,"GBP"
"TRX_008027","767262414","2024-09","CH","Import","Support technique",145857.75,"EUR"
"TRX_008028","647310851","2025-03","CN","Import","Courtage",119357.37,"EUR"
"TRX_008029","410125118","2024-08","MX","Import","Support technique",91968.24,"EUR"
"TRX_008030","856514727","2024-11","GB","Export","Consulting",56987.1,"GBP"
"TRX_008031","630180145","2025-01","ES","Export","Courtage",145210.93,"GBP"
"TRX_008032","421210989","2024-11","SE","Export","R&D",18920.42,"GBP"
"TRX_008033","648451828","2025-05","NL","Export","Consulting",163779.71,"USD"
"TRX_008034","516233750","2023-01","IN","Import","Maintenance",97422.45,"USD"
"TRX_008035","393166433","2023-11","MX","Export","Logistique",93668.24,"GBP"
"TRX_008036","524232458","2023-09","AU","Export","Fret",39650.72,"EUR"
"TRX_008037","763468302","2023-01","ZA","Import","Fret",178402.48,"EUR"
"TRX_008038","524232458","2025-07","ZA","Import","Leasing",18151.23,"USD"
"TRX_008039","310982527","2024-03","IT","Import","Courtage",95270.81,"GBP"
"TRX_008040","516233750","2025-10","IN","Import","Support technique",2294.4,"EUR"
"TRX_008041","676822243","2024-05","CH","Export","Logistique",80430.36,"GBP"
"TRX_008042","476535691","2025-10","SG","Export","R&D",1278.67,"EUR"
"TRX_008043","736532681","2023-01","GB","Export","Courtage",169979.97,"EUR"
"TRX_008044","576361912","2023-11","CN","Import","Consulting",23570.34,"GBP"
"TRX_008045","765787874","2024-06","ES","Export","Leasing",97470.99,"EUR"
"TRX_008046","749965780","2024-01","SE","Import","Publicité",41191.87,"EUR"
"TRX_008047","749965780","2025-03","SE","Export","Leasing",38015.99,"EUR"
"TRX_008048","877218337","2025-11","SG","Import","Support technique",95226.35,"USD"
"TRX_008049","683870524","2025-02","JP","Import","Consulting",140180.64,"USD"
"TRX_008050","508162482","2023-08","SG","Export","Leasing",101433.76,"USD"
"TRX_008051","566062183","2024-06","HK","Export","R&D",194041.21,"EUR"
"TRX_008052","823568584","2023-01","AU","Import","Publicité",293960.97,"GBP"
"TRX_008053","711765658","2024-08","MX","Import","R&D",65009.02,"USD"
"TRX_008054","703507416","2023-09","IN","Export","Logistique",13206.45,"GBP"
"TRX_008055","476535691","2024-03","AU","Export","Courtage",43022.29,"USD"
"TRX_008056","723490657","2025-02","JP","Export","Courtage",8535.95,"EUR"
"TRX_008057","561267069","2023-01","SG","Import","Support technique",47545.61,"GBP"
"TRX_008058","663658596","2023-06","GB","Export","Logistique",120654.67,"USD"
"TRX_008059","600444026","2023-04","IT","Export","Support technique",186053.2,"GBP"
"TRX_008060","685807491","2025-09","DE","Export","Publicité",46549.35,"EUR"
"TRX_008061","672446413","2023-03","BR","Import","Fret",63851.76,"GBP"
"TRX_008062","877640240","2023-02","ES","Export","Services informatiques",161284.2,"GBP"
"TRX_008063","767464543","2023-04","IN","Import","Courtage",294103.79,"EUR"
"TRX_008064","474525303","2025-02","IT","Import","Services informatiques",50694.49,"EUR"
"TRX_008065","683870524","2025-02","IN","Export","Maintenance",155770.23,"USD"
"TRX_008066","332637911","2025-10","CA","Export","R&D",40173.59,"USD"
"TRX_008067","330600273","2025-03","NL","Import","R&D",61069.53,"GBP"
"TRX_008068","410125118","2023-12","SE","Export","Courtage",180495.06,"GBP"
"TRX_008069","892617147","2025-12","DE","Export","Maintenance",51332.65,"EUR"
"TRX_008070","716364994","2023-10","MX","Export","Logistique",194175.66,"GBP"
"TRX_008071","622525805","2024-02","NL","Import","Maintenance",217.31,"EUR"
"TRX_008072","440873661","2023-12","HK","Import","Courtage",159114.16,"USD"
"TRX_008073","691448741","2024-09","JP","Export","R&D",202597.81,"EUR"
"TRX_008074","892617147","2023-09","ZA","Import","Consulting",58719.44,"USD"
"TRX_008075","614220298","2025-12","BR","Import","Fret",211149.85,"EUR"
"TRX_008076","622525805","2025-09","MX","Export","Logistique",39221.58,"USD"
"TRX_008077","691448741","2023-01","GB","Export","Maintenance",76149.57,"USD"
"TRX_008078","525722212","2025-11","PL","Export","Logistique",62969.51,"USD"
"TRX_008079","807180823","2023-04","SG","Export","Services informatiques",170113.05,"GBP"
"TRX_008080","877218337","2023-01","SE","Export","Leasing",35901.64,"USD"
"TRX_008081","315788838","2025-04","IT","Import","Maintenance",1581.18,"GBP"
"TRX_008082","315788838","2024-06","BE","Import","R&D",3085.94,"GBP"
"TRX_008083","586146491","2025-12","GB","Import","Leasing",67828.12,"EUR"
"TRX_008084","525722212","2025-05","CA","Import","Publicité",52780.63,"GBP"
"TRX_008085","859293323","2024-08","IT","Export","Logistique",221891.81,"USD"
"TRX_008086","421210989","2024-06","MX","Export","Support technique",34670.19,"EUR"
"TRX_008087","763468302","2024-03","BE","Import","Leasing",110431.79,"GBP"
"TRX_008088","884164131","2025-05","GB","Import","Support technique",83003.67,"EUR"
"TRX_008089","694567969","2023-03","CH","Import","Consulting",2717.1,"USD"
"TRX_008090","764929686","2024-10","AU","Import","Support technique",73810.63,"USD"
"TRX_008091","347556303","2023-05","JP","Import","Support technique",45633.56,"GBP"
"TRX_008092","330600273","2024-10","ES","Export","Publicité",146469.67,"EUR"
"TRX_008093","323631095","2024-10","CH","Import","R&D",17035.21,"EUR"
"TRX_008094","464386132","2024-01","IN","Export","Services informatiques",85552.41,"USD"
"TRX_008095","877640240","2024-09","MX","Export","R&D",21204.5,"USD"
"TRX_008096","332637911","2025-12","AU","Export","Leasing",85415.06,"USD"
"TRX_008097","763468302","2023-02","MX","Export","Fret",158884.22,"USD"
"TRX_008098","600444026","2024-03","NL","Import","Consulting",114577.35,"EUR"
"TRX_008099","469431876","2023-09","ES","Export","Support technique",270729.76,"USD"
"TRX_008100","847381352","2024-02","PL","Import","R&D",12689.75,"USD"
"TRX_008101","698773401","2024-01","SE","Import","Courtage",125784.3,"GBP"
"TRX_008102","720493468","2023-04","PL","Export","Logistique",86003.1,"EUR"
"TRX_008103","476518783","2023-02","IT","Export","Fret",138821.08,"GBP"
"TRX_008104","416169572","2025-10","CA","Export","Logistique",174387.11,"USD"
"TRX_008105","616907383","2023-06","MX","Import","Services informatiques",67115.32,"GBP"
"TRX_008106","694567969","2023-09","AU","Export","Support technique",22988.85,"EUR"
"TRX_008107","310982527","2023-05","ZA","Import","Maintenance",154332.29,"EUR"
"TRX_008108","637666647","2025-07","HK","Export","Services informatiques",21981.33,"GBP"
"TRX_008109","399658599","2024-10","PL","Import","Services informatiques",9174.76,"USD"
"TRX_008110","395721344","2023-08","US","Export","Maintenance",121195.57,"GBP"
"TRX_008111","347556303","2023-05","GB","Import","Logistique",94483.1,"EUR"
"TRX_008112","767262414","2025-11","ZA","Import","Logistique",3180.46,"GBP"
"TRX_008113","749965780","2023-03","GB","Export","Logistique",93578.75,"EUR"
"TRX_008114","856514727","2023-12","SE","Export","Maintenance",104541.91,"USD"
"TRX_008115","647310851","2025-01","GB","Import","Consulting",222557.32,"EUR"
"TRX_008116","307325218","2023-06","ES","Import","Fret",165863.3,"GBP"
"TRX_008117","605255483","2023-11","HK","Export","Leasing",26909.2,"USD"
"TRX_008118","310982527","2025-12","AU","Import","Courtage",331342.58,"USD"
"TRX_008119","721548039","2025-10","NL","Import","Maintenance",38800.1,"USD"
"TRX_008120","774235526","2025-02","AU","Import","R&D",45628.85,"EUR"
"TRX_008121","711765658","2023-11","DE","Import","R&D",203180.35,"EUR"
"TRX_008122","630180145","2024-08","DE","Export","Logistique",119613.78,"EUR"
"TRX_008123","744461512","2025-05","HK","Export","Support technique",198277.13,"GBP"
"TRX_008124","579634961","2024-09","BR","Export","Logistique",38130.21,"USD"
"TRX_008125","537199735","2023-07","AU","Import","Courtage",64155.77,"USD"
"TRX_008126","657370909","2025-05","GB","Import","Consulting",130818.11,"USD"
"TRX_008127","877640240","2023-10","US","Import","Maintenance",109596.71,"USD"
"TRX_008128","614220298","2023-02","ZA","Import","Maintenance",156238.41,"USD"
"TRX_008129","338158626","2024-04","IT","Export","Publicité",35732.76,"EUR"
"TRX_008130","625605306","2025-05","IT","Export","Consulting",147916.27,"GBP"
"TRX_008131","702445345","2025-04","CA","Export","Courtage",48332.05,"USD"
"TRX_008132","622740591","2023-05","PL","Export","Maintenance",43604.57,"EUR"
"TRX_008133","746566713","2023-07","SE","Export","Logistique",28594.03,"GBP"
"TRX_008134","560040156","2023-07","IN","Export","R&D",83236.2,"GBP"
