"siren","pays_partenaire","annee","type_relation","taux_detention","flux_equity","flux_pret_intragroupe","stock_ide","raison_sociale","secteur_activite"
"782062519","GB",2024,"Succursale",0.98,194220.61,-73576.22,768182.78,"Dassault Aviation","Aérospatial"
"521138762","HK",2025,"Succursale",0.924,-25233.5,-73037.69,616094.61,"Société_Française_83","Technologie"
"840232670","US",2025,"Filiale",0.5444,105594.98,-167799.4,172527.29,"Engie","Énergie"
"840232670","GB",2023,"Succursale",0.4625,35466.48,-292.29,344688.57,"Engie","Énergie"
"657370909","IN",2024,"Filiale",0.7782,-447835.98,-25027.34,1010759.5,"Société_Française_149","Technologie"
"521430532","CN",2023,"Succursale",0.7602,285522.59,18885.18,1107877.99,"Société_Française_89","Énergie"
"521138762","JP",2024,"Succursale",0.5628,-151592.93,-151237.73,294283.47,"Société_Française_83","Technologie"
"630180145","NL",2025,"Filiale",0.7387,216524.99,43414.28,798017.96,"Société_Française_116","Santé"
"637666647","GB",2023,"Filiale",0.569,224216.98,85268.65,237538.11,"L'Oréal","Cosmétiques"
"429562558","BE",2024,"Filiale",0.5105,-79327.32,8700.53,301896.72,"Société_Française_113","Énergie"
"429562558","BR",2025,"Maison Mère",0.2372,108564.81,-3334.57,532260.75,"Société_Française_113","Énergie"
"596267799","BR",2025,"Succursale",0.1939,214026.65,117911.9,528794.67,"Petit Bateau","Textile"
"518566719","ES",2023,"Partenaire stratégique",0.9378,108332.05,28959.02,101683.29,"Hermès International","Luxe"
"410125118","CH",2024,"Maison Mère",0.6768,-209114.88,51533.93,779157.75,"Société_Française_75","Commerce"
"884061319","AU",2025,"Filiale",0.4641,168390.91,-114344.34,398994.72,"Terrena","Agriculture"
"596267799","US",2025,"Autre",0.7778,-155544.98,52189.96,403099.71,"Petit Bateau","Textile"
"701750464","US",2023,"Joint Venture",0.9255,-57011.32,76804.9,649968.11,"Société_Française_135","Construction"
"558882815","AU",2025,"Succursale",0.6666,-31546.5,-81408.15,678401.64,"Société_Française_143","Technologie"
"477037712","NL",2023,"Autre",0.9384,68882.03,-82744.18,731232.94,"Biomérieux","Santé"
"744461512","IT",2025,"Succursale",0.4837,-111808.34,112579.72,254247.61,"Société_Française_120","Hôtellerie"
"416169572","CH",2025,"Filiale",0.6932,130999.1,-81505.24,370765.91,"Société_Française_122","Transport"
"782062519","ES",2025,"Joint Venture",0.093,144847.53,173810.37,567055.94,"Dassault Aviation","Aérospatial"
"579634961","MX",2023,"Partenaire stratégique",0.1729,-164847.62,60712.95,483790.57,"Société_Française_81","Transport"
"503421033","PL",2023,"Autre",0.3916,-143349.79,-19018.49,691299.8,"TF1","Médias"
"447760734","CN",2024,"Succursale",0.6824,-261771.52,46410.35,600370.98,"Lacoste","Textile"
"310982527","ZA",2024,"Maison Mère",0.3252,88680.87,-13667.31,146034.4,"CMA CGM","Transport maritime"
"622525805","AU",2025,"Succursale",0.122,74151.69,-34458.83,305913.99,"Eiffage","BTP"
"749965780","ZA",2023,"Succursale",0.5044,112180.86,-88094.3,300036.99,"Ubisoft","Jeux vidéo"
"797676830","JP",2023,"Maison Mère",0.8134,-36243.12,-64430.66,631417.9,"Stellantis","Automobile"
"590726816","HK",2024,"Filiale",0.1544,-150489.59,54021.56,618494.74,"Veolia","Services environnementaux"
"840232670","SE",2023,"Partenaire stratégique",0.9829,-28151.22,-8114.57,334540.1,"Engie","Énergie"
"861172712","NL",2025,"Succursale",0.438,-59353.17,107540.49,424284.76,"Société_Française_108","Santé"
"536511620","AU",2024,"Joint Venture",0.1654,-179753.52,15888.2,836233.26,"Sodexo","Restauration collective"
"588475975","JP",2023,"Maison Mère",0.4997,-56249.55,15544.87,216699.05,"Criteo","Publicité en ligne"
"469431876","IT",2024,"Partenaire stratégique",0.2082,70663.3,88097.58,531380.16,"Auchan","Grande distribution"
"363488763","ZA",2025,"Filiale",0.6552,18197.63,107057.3,977238.7,"Ipsen","Pharmaceutique"
"508284398","AU",2024,"Filiale",0.0728,-86136.87,-38926.44,372598.39,"Société_Française_124","Environnement"
"764929686","DE",2023,"Partenaire stratégique",0.7108,-167721.66,-182965.1,438253,"Société_Française_150","Commerce"
"807180823","ZA",2024,"Maison Mère",0.126,-243143.77,-55990.12,705497.46,"Société_Française_102","Industrie"
"525722212","CH",2023,"Autre",0.7105,216015.03,92447.96,466468.1,"Société_Française_90","Hôtellerie"
"464357789","JP",2023,"Joint Venture",0.9635,-206440.2,238648.7,50572.49,"Société_Française_77","Culture"
"685807491","ES",2023,"Succursale",0.2524,107938.87,-107125.75,948838.96,"Capgemini","Services informatiques"
"477037712","IN",2024,"Joint Venture",0.4709,197236.64,-43364.21,101635.06,"Biomérieux","Santé"
"884164131","IN",2024,"Partenaire stratégique",0.5564,-262456.99,65228.03,611918.38,NA,NA
"720493468","IT",2025,"Autre",0.3122,91494.4,-54009.84,449944.08,"Faurecia","Équipement automobile"
"557866768","HK",2025,"Succursale",0.5984,51990.3,-51642.97,705886.41,"Société_Française_104","Santé"
"474486842","SG",2023,"Maison Mère",0.6376,187228.76,-105890.67,492207.09,"Société_Française_132","Hôtellerie"
"477037712","CN",2023,"Filiale",0.4027,-65028.96,3960.46,389043.77,"Biomérieux","Santé"
"310982527","CH",2025,"Joint Venture",0.5475,-120885.91,-132257.61,423077.87,"CMA CGM","Transport maritime"
"393166433","MX",2023,"Filiale",0.5414,-334594.56,81252.75,176237.24,"Société_Française_144","Services"
"581392676","CA",2023,"Partenaire stratégique",0.3025,244014.58,-20476.01,696800.07,"Kering","Luxe"
"700998588","DE",2025,"Autre",0.7272,165995.39,-143886.52,792285.13,"Société_Française_146","Services"
"354223695","HK",2024,"Succursale",0.9807,148196.35,-160603.57,677968.83,"Société_Française_85","Culture"
"736532681","NL",2025,"Succursale",0.4754,-149755.29,-29688.49,755806.83,"Vinci","BTP"
"605255483","IN",2023,"Succursale",0.5161,44548.9,-9069.03,458641.94,"Schneider Electric","Équipements électriques"
"395721344","ZA",2023,"Partenaire stratégique",0.2928,21630.79,98550.43,517833.93,"Société_Française_133","Culture"
"622525805","PL",2024,"Autre",0.5057,-40301.59,14061.23,318333.56,"Eiffage","BTP"
"600444026","MX",2024,"Maison Mère",0.7821,257640.85,-70328.49,740200.86,"Société_Française_136","Technologie"
"356174702","MX",2023,"Joint Venture",0.7638,234057.66,40874.9,481263.69,"Danone","Agroalimentaire"
"749965780","CH",2024,"Joint Venture",0.8851,138592.46,24438.14,291554.46,"Ubisoft","Jeux vidéo"
"778245953","HK",2023,"Autre",0.9617,160354.57,102170.67,378078.99,"Société_Française_109","Hôtellerie"
"782062519","SE",2024,"Partenaire stratégique",0.9273,279659.41,-23235.13,194610.11,"Dassault Aviation","Aérospatial"
"622525805","US",2023,"Filiale",0.2011,-263482.13,187708.15,539138.92,"Eiffage","BTP"
"763799764","SE",2023,"Filiale",0.4238,81886.19,-182711.85,503297.5,"Société_Française_92","Hôtellerie"
"477037712","AU",2025,"Partenaire stratégique",0.9168,-270101.35,41082.78,491860.66,"Biomérieux","Santé"
"884164131","CN",2025,"Joint Venture",0.352,-56564.54,-13139,323665.24,NA,NA
"685664947","SG",2023,"Maison Mère",0.2147,-129305.16,10692.55,429847.34,"Société_Française_115","Transport"
"440873661","MX",2024,"Succursale",0.3725,23725.66,65685.11,602252.01,"Société_Française_94","Commerce"
"521138762","SE",2023,"Autre",0.8544,-144722.2,-90156.17,1135228.11,"Société_Française_83","Technologie"
"767464543","SE",2025,"Partenaire stratégique",0.8238,-69473.67,-144843.67,186305.29,"La Poste","Logistique"
"719557960","GB",2025,"Joint Venture",0.0963,-148442.49,5950.64,791962.2,"Société_Française_145","Industrie"
"701750464","IT",2025,"Autre",0.5968,-59853.31,122641.25,388889.53,"Société_Française_135","Construction"
"576361912","HK",2025,"Autre",0.5533,-105104.88,51028.16,527556.65,"Klépierre","Immobilier commercial"
"622740591","HK",2023,"Joint Venture",0.4547,-189107.74,-26241.44,535418.91,"Société_Française_119","Technologie"
"542642532","BE",2024,"Maison Mère",0.4031,-97003.34,-58538.57,589700.5,"Intermarché","Grande distribution"
"476535691","SG",2025,"Joint Venture",0.0999,-98905.89,-22788.25,325848.49,"Société_Française_141","Santé"
"884061319","IT",2023,"Joint Venture",0.8873,-36960.25,-27936.43,764409.78,"Terrena","Agriculture"
"447760734","CH",2023,"Maison Mère",0.1778,198555.2,-54252.74,477006.19,"Lacoste","Textile"
"840232670","SG",2024,"Joint Venture",0.4533,38564.23,33059.89,467781.98,"Engie","Énergie"
"648451828","CH",2023,"Maison Mère",0.6526,271811.26,-96872.56,774091.54,"M6","Médias"
"716364994","NL",2023,"Partenaire stratégique",0.2029,-13655.22,-75528.18,38636.42,"Société_Française_82","Construction"
"524232458","GB",2025,"Joint Venture",0.6944,-39897.59,-78929.09,472895.73,"Geodis","Logistique"
"462492166","IN",2025,"Autre",0.886,13545.8,-35144.85,674858.97,"Société_Française_112","Santé"
"403952015","IT",2023,"Succursale",0.2317,66938.96,-66964.31,631313.3,"Saint-Gobain","Matériaux de construction"
"508162482","CN",2023,"Autre",0.2704,56157.75,-78119.01,302615.76,"LVMH","Luxe"
"600444026","AU",2024,"Joint Venture",0.2258,138449.58,130408.98,611550.05,"Société_Française_136","Technologie"
"840232670","BE",2024,"Maison Mère",0.6264,116012.72,-71580.1,63092.38,"Engie","Énergie"
"524232458","GB",2023,"Joint Venture",0.5366,-89030.33,-77623.57,20859.86,"Geodis","Logistique"
"516076352","HK",2023,"Autre",0.6934,128601.7,-60302.63,1178687.54,"Société_Française_114","Environnement"
"464357789","IT",2023,"Maison Mère",0.4357,120527.83,16854.36,511438.47,"Société_Française_77","Culture"
"746566713","IN",2024,"Succursale",0.2887,213337.56,76435.46,221293.95,"Fnac Darty","Distribution spécialisée"
"721548039","ES",2024,"Filiale",0.0908,-364884.21,107987.56,969652.39,"Airbus","Aérospatial"
"689511328","MX",2023,"Partenaire stratégique",0.9809,-233582.46,117007,439858.69,"Bouygues Telecom","Télécommunications"
"887981678","GB",2025,"Filiale",0.4996,-20975.89,-121180.89,422526.77,"Société_Française_107","Culture"
"884061319","NL",2023,"Filiale",0.8157,157638.84,155084.42,490438.57,"Terrena","Agriculture"
"694567969","SG",2025,"Joint Venture",0.0611,21408.41,7306.91,542416.63,"Société_Française_117","Transport"
"474525303","NL",2023,"Joint Venture",0.4413,84492.71,-89749.33,689325.63,"Lagardère","Médias"
"676911174","PL",2024,"Maison Mère",0.5442,124391.37,101757.68,905787.28,"Cartier","Luxe"
"310982527","ZA",2024,"Autre",0.5746,-59249.23,-91863.91,585826.68,"CMA CGM","Transport maritime"
"746566713","JP",2024,"Succursale",0.3065,-301762.64,-13112.29,480836.89,"Fnac Darty","Distribution spécialisée"
"315788838","NL",2024,"Succursale",0.7321,-45835.55,96259.45,645785.19,"Société_Française_80","Énergie"
"537199735","JP",2024,"Joint Venture",0.4492,-50995.27,-21576.5,226051.26,"Sanofi","Pharmaceutique"
"347556303","BE",2023,"Partenaire stratégique",0.407,32297.32,24878.85,641563,"Société_Française_84","Hôtellerie"
"782062519","BE",2025,"Partenaire stratégique",0.5354,-24943.94,5922.54,117316.55,"Dassault Aviation","Aérospatial"
"516076352","AU",2024,"Succursale",0.9826,-67656.01,-11117.29,489863.25,"Société_Française_114","Environnement"
"464386132","CH",2023,"Maison Mère",0.6291,147937.58,87267.68,691476.79,"Société_Française_87","Transport"
"576361912","SE",2024,"Partenaire stratégique",0.6844,-46725.79,147199.41,591062.77,"Klépierre","Immobilier commercial"
"719557960","SG",2025,"Joint Venture",0.6372,142866.38,17897.6,404202.21,"Société_Française_145","Industrie"
"685807491","BE",2025,"Autre",0.582,-21093.1,-165802.74,487549.95,"Capgemini","Services informatiques"
"474486842","CN",2024,"Joint Venture",0.7072,-3090.2,69685.53,491104.5,"Société_Française_132","Hôtellerie"
"763799764","AU",2023,"Filiale",0.4781,-7371.51,141106.85,795625.13,"Société_Française_92","Hôtellerie"
"382709835","NL",2023,"Joint Venture",0.2173,61043.49,116526.56,790791.1,"Gameloft","Jeux vidéo"
"877640240","BE",2025,"Partenaire stratégique",0.7905,-18895.73,41935.28,444922.42,"Société_Française_140","Technologie"
"310982527","CH",2023,"Partenaire stratégique",0.451,-234781.02,21954.23,790043.11,"CMA CGM","Transport maritime"
"421210989","SG",2023,"Partenaire stratégique",0.0716,170460.99,121506.44,390269.41,"Société_Française_88","Commerce"
"566062183","BR",2024,"Autre",0.1646,75022.53,65810.06,626235.75,"Orange","Télécommunications"
"588475975","JP",2024,"Succursale",0.7184,-11463.28,82855.33,434204.18,"Criteo","Publicité en ligne"
"877640240","IN",2023,"Maison Mère",0.0525,-71983.53,-36089.86,394800.86,"Société_Française_140","Technologie"
"683870524","PL",2023,"Partenaire stratégique",0.6447,54199.27,71452.45,459354.37,"Société_Française_111","Culture"
"703507416","BR",2023,"Joint Venture",0.8114,111982.72,42511.12,766319.74,"Société_Française_99","Hôtellerie"
"462492166","DE",2023,"Partenaire stratégique",0.6509,22850.92,143339.55,266518.55,"Société_Française_112","Santé"
"648451828","BR",2025,"Filiale",0.1034,257006.08,-201540.85,574587.07,"M6","Médias"
"763468302","BE",2023,"Succursale",0.8379,138924.94,-42806.61,699914.67,"Accor","Hôtellerie"
"614220298","IN",2023,"Joint Venture",0.8169,-79070.18,-50171.93,581660.65,"Bonduelle","Agroalimentaire"
"608751238","IT",2023,"Partenaire stratégique",0.3908,326494.51,29129.3,682605.15,"Société_Française_125","Services"
"509623141","BE",2024,"Maison Mère",0.0579,111400.22,48162.71,545264.98,"Boulanger","Distribution spécialisée"
"884164131","ZA",2024,"Autre",0.6419,183400.65,-28437.28,410378.14,NA,NA
"892617147","NL",2025,"Autre",0.9866,29737.6,-159462.55,248976.62,"Société_Française_100","Commerce"
"746916022","CH",2024,"Succursale",0.2855,252895.06,80741.59,827000.99,"Société_Française_127","Hôtellerie"
"685807491","AU",2025,"Succursale",0.2714,47074.25,-114259.1,722924.32,"Capgemini","Services informatiques"
"315788838","CH",2025,"Partenaire stratégique",0.7699,-4712.21,-124081.83,669480.79,"Société_Française_80","Énergie"
"307325218","NL",2024,"Autre",0.2526,52.16,-44855.77,77236.72,"Safran","Aérospatial"
"689511328","IT",2025,"Joint Venture",0.7265,-135573.71,28250.79,143399.32,"Bouygues Telecom","Télécommunications"
"407154879","MX",2024,"Filiale",0.5274,-232196.39,100663.62,397895.45,"Société_Française_76","Commerce"
"509623141","CN",2025,"Maison Mère",0.4737,-355154.82,31353.44,624014.1,"Boulanger","Distribution spécialisée"
"836586521","GB",2023,"Autre",0.4721,105886.21,-76919.48,566876.83,"Société_Française_79","Technologie"
"524232458","IT",2024,"Partenaire stratégique",0.8379,-8885.93,131384.8,651113.67,"Geodis","Logistique"
"399658599","AU",2024,"Maison Mère",0.9871,113563.57,-50259.91,854755.07,"Société_Française_78","Services"
"416169572","CH",2025,"Maison Mère",0.8186,-32603.67,94624.65,111891.25,"Société_Française_122","Transport"
"630180145","US",2023,"Autre",0.6889,-50553.51,1613.7,451486.73,"Société_Française_116","Santé"
"673251982","IN",2024,"Partenaire stratégique",0.8299,-162761.64,-130782.42,373002.56,"Société_Française_95","Agriculture"
"469116354","CN",2025,"Maison Mère",0.2283,357634.26,107917.95,249708.9,"Société_Française_93","Hôtellerie"
"807180823","NL",2023,"Autre",0.626,3582.43,30330.46,496789.25,"Société_Française_102","Industrie"
"887981678","DE",2024,"Maison Mère",0.9736,31706.05,-13132.62,345397.03,"Société_Française_107","Culture"
"723490657","AU",2024,"Succursale",NA,-230427.39,-9537.88,657063.43,"Elior","Restauration collective"
"521138762","HK",2023,"Succursale",0.8455,-113101.91,-104576.75,555822.65,"Société_Française_83","Technologie"
"700998588","SE",2025,"Succursale",0.4768,-59052.2,44502.61,308442.37,"Société_Française_146","Services"
"700998588","SG",2023,"Autre",0.254,-256759.77,-30480.84,647522.21,"Société_Française_146","Services"
"763799764","SE",2024,"Autre",0.0663,229110.01,-71833.48,868386.76,"Société_Française_92","Hôtellerie"
"557866768","US",2024,"Joint Venture",0.5344,-7193.05,-112717.33,848122.03,"Société_Française_104","Santé"
"323631095","GB",2024,"Autre",0.9544,-185578.42,-143514.26,550567.69,"Société_Française_137","Énergie"
"503421033","ES",2025,"Succursale",0.2549,345661.67,-108218.45,581504.86,"TF1","Médias"
"542642532","MX",2024,"Filiale",0.7593,-103367.5,28349.85,680477.5,"Intermarché","Grande distribution"
"521138762","BE",2025,"Maison Mère",0.1245,95380.28,-69053.46,782879.81,"Société_Française_83","Technologie"
"877640240","GB",2024,"Autre",0.5393,75080.45,103193.84,863117.17,"Société_Française_140","Technologie"
"657370909","US",2024,"Partenaire stratégique",0.2859,203207.53,8452.83,572832.52,"Société_Française_149","Technologie"
"375657968","BR",2023,"Partenaire stratégique",0.3523,-301220.34,-156755.32,404512.66,NA,NA
"518566719","IT",2024,"Succursale",0.707,48790.18,-55067.47,376595.95,"Hermès International","Luxe"
"403952015","CN",2025,"Joint Venture",0.5551,73971.83,-10779.66,362218.98,"Saint-Gobain","Matériaux de construction"
"616907383","CA",2024,"Succursale",0.4617,197763.91,-205912.64,593297.24,"Lactalis","Agroalimentaire"
"477037712","HK",2025,"Maison Mère",0.5859,16688.4,-50017.64,458013.91,"Biomérieux","Santé"
"625605306","MX",2023,"Autre",0.584,-174085.59,73624.19,1176257.03,"Société_Française_118","Énergie"
"721548039","JP",2024,"Partenaire stratégique",0.6993,-217900.51,57950.31,600525.33,"Airbus","Aérospatial"
"542642532","AU",2025,"Filiale",NA,102813.29,-33559.36,733528.01,"Intermarché","Grande distribution"
"309150406","ES",2024,"Joint Venture",0.0828,87951.78,-122057.66,676332.63,"Savencia","Agroalimentaire"
"892617147","CH",2025,"Filiale",0.5856,101143.36,24910.46,1096133.67,"Société_Française_100","Commerce"
"310982527","IT",2024,"Joint Venture",0.8946,41314.38,28405.56,781009.88,"CMA CGM","Transport maritime"
"462492166","BE",2024,"Joint Venture",0.6571,53560.61,-21414.91,519156.34,"Société_Française_112","Santé"
"307325218","IN",2023,"Joint Venture",0.7069,47506.28,-111977.43,875275.38,"Safran","Aérospatial"
"464386132","DE",2023,"Succursale",0.9773,5487.09,46981.5,525875.59,"Société_Française_87","Transport"
"315788838","IT",2024,"Filiale",0.9389,64423.55,-135661.87,121419.37,"Société_Française_80","Énergie"
"579634961","US",2024,"Filiale",0.504,-75336.33,-8721.98,244132.81,"Société_Française_81","Transport"
"685807491","HK",2025,"Partenaire stratégique",0.1559,11083.29,-20044.18,710631.57,"Capgemini","Services informatiques"
"859293323","BE",2025,"Joint Venture",0.4383,173148.39,88320.35,19718.51,"Renault","Automobile"
"525722212","US",2024,"Partenaire stratégique",0.7585,72079,-29569.42,567956.07,"Société_Française_90","Hôtellerie"
"407242734","CH",2024,"Autre",0.8078,44734.36,-117786.08,507722.77,"Servier","Pharmaceutique"
"363488763","PL",2025,"Maison Mère",0.9179,143990.81,159200.35,646329.78,"Ipsen","Pharmaceutique"
"476518783","SE",2025,"Autre",0.4079,-320268.38,-71625.21,338801.26,"Société_Française_147","Construction"
"566062183","JP",2025,"Filiale",0.5339,-21487.84,-134176.44,864911.31,"Orange","Télécommunications"
"861172712","IT",2024,"Partenaire stratégique",0.5135,101584.7,-50670.64,521707.31,"Société_Française_108","Santé"
"576361912","HK",2024,"Joint Venture",0.5866,254315.05,-48778.87,721931.06,"Klépierre","Immobilier commercial"
"696944942","HK",2025,"Filiale",0.3488,-131414.29,132412.93,563487.16,"TotalEnergies","Énergie"
"749965780","CA",2023,"Succursale",0.8124,-131188.74,103576.56,350907.1,"Ubisoft","Jeux vidéo"
"414415144","GB",2025,"Autre",0.6904,381964.33,-175106.54,627211.8,"Société_Française_139","Technologie"
"892617147","MX",2024,"Maison Mère",0.6817,51066.27,-76425.89,564331.03,"Société_Française_100","Commerce"
"676822243","SE",2025,"Partenaire stratégique",0.1235,193073.8,-25420.21,104515.05,"Société_Française_97","Santé"
"605255483","NL",2025,"Filiale",0.9215,-250478.9,-6990.4,228938.77,"Schneider Electric","Équipements électriques"
"588475975","HK",2023,"Joint Venture",0.0639,69253.56,114582.25,346928.56,"Criteo","Publicité en ligne"
"464357789","CA",2025,"Partenaire stratégique",0.5046,160245.1,44006.09,509435.91,"Société_Française_77","Culture"
"393166433","AU",2024,"Succursale",0.5814,41270.58,-66047.51,694390.18,"Société_Française_144","Services"
"315788838","ES",2024,"Maison Mère",0.6247,48774.51,-779.85,161274.87,"Société_Française_80","Énergie"
"714974780","AU",2023,"Joint Venture",0.217,-51726.5,-2920.03,714789.19,"Société_Française_98","Culture"
"581392676","MX",2023,"Partenaire stratégique",0.2081,55900.65,30726.81,351643.94,"Kering","Luxe"
"837130741","MX",2024,"Joint Venture",0.3857,-54720.35,-22696.26,757329.16,"Dassault Systèmes","Logiciels"
"356174702","MX",2023,"Autre",0.3187,191022.76,-97716.73,709599.21,"Danone","Agroalimentaire"
"509623141","JP",2023,"Partenaire stratégique",0.9209,-29198.97,59849.88,163827.8,"Boulanger","Distribution spécialisée"
"440608028","NL",2025,"Maison Mère",0.2549,209357.48,127328,734353.97,"Société_Française_101","Construction"
"405807560","CH",2024,"Autre",0.9055,19494.7,35098.64,644323.8,"EDF","Énergie"
"703507416","SE",2025,"Partenaire stratégique",0.4554,-48001.82,29551.84,205491.44,"Société_Française_99","Hôtellerie"
"700998588","AU",2024,"Filiale",0.4545,-383170.01,108525.19,756372.54,"Société_Française_146","Services"
"688560550","BE",2024,"Autre",0.2346,-69575.91,-33635.44,182250.48,"Unibail-Rodamco-Westfield","Immobilier commercial"
"407154879","SE",2024,"Autre",0.8138,964.78,-104586.46,427507.57,"Société_Française_76","Commerce"
"703507416","ES",2025,"Partenaire stratégique",0.7563,-78561.58,-44653.24,897608.51,"Société_Française_99","Hôtellerie"
"440608028","BR",2025,"Partenaire stratégique",0.8422,25383.67,17080.96,428100.71,"Société_Française_101","Construction"
"586146491","SG",2024,"Succursale",0.0897,-84994.98,89733.29,514229.48,"Société_Française_148","Transport"
"685664947","CA",2025,"Joint Venture",0.4986,196706.55,88712.95,325298.63,"Société_Française_115","Transport"
"721548039","IN",2024,"Joint Venture",0.3515,202170.68,-76440.87,684016.97,"Airbus","Aérospatial"
"807180823","CN",2025,"Maison Mère",0.3333,48075.29,-60329.44,752458.98,"Société_Française_102","Industrie"
"354223695","CN",2023,"Autre",0.1287,190782.99,-26526.36,280449.46,"Société_Française_85","Culture"
"414429749","MX",2024,"Partenaire stratégique",0.0632,-68180.5,-110651.07,325271.69,"SNCF","Transport ferroviaire"
"823568584","ZA",2024,"Autre",0.6064,101997.29,-63004.88,245298.39,"Société_Française_86","Énergie"
"694567969","SE",2025,"Partenaire stratégique",0.2537,181471.6,-21308.69,703228.42,"Société_Française_117","Transport"
"815697976","IT",2025,"Succursale",0.6892,-31671.95,-24052.54,255952.29,"Société_Française_121","Services"
"536511620","HK",2025,"Maison Mère",0.7752,118032.49,68781.13,46911.48,"Sodexo","Restauration collective"
"354223695","IN",2024,"Partenaire stratégique",0.9117,-109226.11,41885.73,355246.3,"Société_Française_85","Culture"
"309150406","SE",2023,"Maison Mère",0.7088,306995.53,-45562.83,520745.54,"Savencia","Agroalimentaire"
"736532681","DE",2023,"Partenaire stratégique",0.3773,-207048.3,54613.34,231216.8,"Vinci","BTP"
"590726816","PL",2023,"Partenaire stratégique",0.0892,32005.96,-75801.53,824649.25,"Veolia","Services environnementaux"
"736532681","SE",2023,"Maison Mère",0.2774,290775.85,112416.67,806862.85,"Vinci","BTP"
"657370909","NL",2023,"Autre",0.2492,-46533.18,33309.51,550296.07,"Société_Française_149","Technologie"
"393360074","BR",2023,"Maison Mère",0.0509,-125310.6,52793.19,325829.82,"Air Liquide","Industrie"
"433935973","IN",2024,"Joint Venture",0.5527,-265943.77,23498.06,681637.62,"Société_Française_134","Environnement"
"421210989","CA",2023,"Filiale",0.9919,11990.81,43720.26,691725.36,"Société_Française_88","Commerce"
"698773401","DE",2025,"Autre",0.6759,-202835.86,70472.12,510758.53,"Thales","Défense"
"557866768","CH",2024,"Maison Mère",0.1108,110773.87,-128040.01,444490.89,"Société_Française_104","Santé"
"836586521","CA",2025,"Filiale",0.3998,-66739.58,138235.29,682890.36,"Société_Française_79","Technologie"
"837130741","US",2024,"Autre",0.1084,-49616.34,162938.47,1087364.86,"Dassault Systèmes","Logiciels"
"746916022","CA",2025,"Succursale",0.4852,147744.45,-19919.82,446069.31,"Société_Française_127","Hôtellerie"
"630180145","NL",2023,"Joint Venture",0.3487,64092.2,-66840.34,18015.05,"Société_Française_116","Santé"
"395721344","IT",2024,"Partenaire stratégique",0.637,-163472.03,-14792.19,157354.87,"Société_Française_133","Culture"
"856514727","IT",2023,"Joint Venture",0.9489,16390.65,-84743.78,654913.79,"Société_Française_106","Environnement"
"393360074","ES",2024,"Maison Mère",0.9003,-78687.24,-59294.58,876768.53,"Air Liquide","Industrie"
"440608028","SG",2025,"Filiale",0.7511,-103132.72,-5659.52,798865.63,"Société_Française_101","Construction"
"560040156","MX",2024,"Succursale",0.141,189890.84,-22457.41,399067.2,"Société_Française_129","Hôtellerie"
"447760734","ES",2024,"Autre",0.0735,-56252.1,-103130.7,860564.06,"Lacoste","Textile"
"474525303","ZA",2023,"Succursale",0.6669,-125919.77,-100462.77,448535.78,"Lagardère","Médias"
"637666647","PL",2025,"Maison Mère",0.9329,47488.41,119522.19,856494.27,"L'Oréal","Cosmétiques"
"856514727","DE",2025,"Autre",0.7167,34151.17,-5211.53,1001317.2,"Société_Française_106","Environnement"
"736532681","BE",2025,"Joint Venture",0.9812,22787.16,-53002.99,855993.48,"Vinci","BTP"
"309150406","US",2025,"Filiale",0.4692,-292960.9,-10570.88,365364.58,"Savencia","Agroalimentaire"
"765787874","IT",2024,"Succursale",0.3962,133847.31,64899.7,642641.95,"Valeo","Équipement automobile"
"884061319","JP",2023,"Partenaire stratégique",0.9487,-14694.04,-139102.05,418124.04,"Terrena","Agriculture"
"405807560","SG",2025,"Partenaire stratégique",0.4582,-10245.9,29010.52,238820.01,"EDF","Énergie"
"440608028","GB",2023,"Filiale",0.5228,146944.93,47218.45,225883.96,"Société_Française_101","Construction"
"676822243","DE",2025,"Filiale",0.7458,-74670.28,77482.8,618320.03,"Société_Française_97","Santé"
"518566719","CH",2025,"Filiale",0.742,-82860.23,194610.55,645690.18,"Hermès International","Luxe"
"399658599","BR",2023,"Succursale",0.6575,53290.08,-60099.34,422706.64,"Société_Française_78","Services"
"557866768","HK",2025,"Partenaire stratégique",0.9722,39976.78,-31703.54,596886.18,"Société_Française_104","Santé"
"605255483","NL",2024,"Filiale",0.1558,-276015.18,69337.87,126068.78,"Schneider Electric","Équipements électriques"
"429562558","SG",2024,"Maison Mère",0.0501,25278.27,52036.13,609078.23,"Société_Française_113","Énergie"
"877218337","PL",2025,"Partenaire stratégique",0.8769,119938.2,-68907.48,751480.05,"Société_Française_91","Environnement"
"767262414","GB",2023,"Maison Mère",0.7823,-79825.15,-66543.35,609035.98,"Atos","Services informatiques"
"405807560","ZA",2024,"Partenaire stratégique",0.9383,-186326.91,106848.67,576527.18,"EDF","Énergie"
"591828838","IT",2025,"Succursale",0.4512,150548.62,75525.22,580198.28,"Société_Française_126","Industrie"
"521430532","PL",2025,"Partenaire stratégique",0.2262,-52857.41,41837.88,741888.45,"Société_Française_89","Énergie"
"476518783","BR",2025,"Maison Mère",0.9799,-18389.82,-50909.65,775370.94,"Société_Française_147","Construction"
"508284398","JP",2023,"Succursale",0.1345,-122786.19,-113877.54,1159114.02,"Société_Française_124","Environnement"
"716364994","SE",2025,"Joint Venture",0.8054,68990.16,85604.54,931906.23,"Société_Française_82","Construction"
